instant,dteday,season,yr,mnth,holiday,weekday,workingday,casual,registered,cnt
479,4/23/2012,2,1,4,0,1,1,195,3019,3214
480,4/24/2012,2,1,4,0,2,1,518,5115,5633
481,4/25/2012,2,1,4,0,3,1,655,5541,6196
482,4/26/2012,2,1,4,0,4,1,475,4551,5026
483,4/27/2012,2,1,4,0,5,1,1014,5219,6233
484,4/28/2012,2,1,4,0,6,0,1120,3100,4220
485,4/29/2012,2,1,4,0,0,0,2229,4075,6304
486,4/30/2012,2,1,4,0,1,1,665,4907,5572
487,5/1/2012,2,1,5,0,2,1,653,5087,5740
488,5/2/2012,2,1,5,0,3,1,667,5502,6169
489,5/3/2012,2,1,5,0,4,1,764,5657,6421
490,5/4/2012,2,1,5,0,5,1,1069,5227,6296
491,5/5/2012,2,1,5,0,6,0,2496,4387,6883
492,5/6/2012,2,1,5,0,0,0,2135,4224,6359
493,5/7/2012,2,1,5,0,1,1,1008,5265,6273
494,5/8/2012,2,1,5,0,2,1,738,4990,5728
495,5/9/2012,2,1,5,0,3,1,620,4097,4717
496,5/10/2012,2,1,5,0,4,1,1026,5546,6572
497,5/11/2012,2,1,5,0,5,1,1319,5711,7030
498,5/12/2012,2,1,5,0,6,0,2622,4807,7429
499,5/13/2012,2,1,5,0,0,0,2172,3946,6118
500,5/14/2012,2,1,5,0,1,1,342,2501,2843
501,5/15/2012,2,1,5,0,2,1,625,4490,5115
502,5/16/2012,2,1,5,0,3,1,991,6433,7424
503,5/17/2012,2,1,5,0,4,1,1242,6142,7384
504,5/18/2012,2,1,5,0,5,1,1521,6118,7639
505,5/19/2012,2,1,5,0,6,0,3410,4884,8294
506,5/20/2012,2,1,5,0,0,0,2704,4425,7129
507,5/21/2012,2,1,5,0,1,1,630,3729,4359
508,5/22/2012,2,1,5,0,2,1,819,5254,6073
509,5/23/2012,2,1,5,0,3,1,766,4494,5260
510,5/24/2012,2,1,5,0,4,1,1059,5711,6770
511,5/25/2012,2,1,5,0,5,1,1417,5317,6734
512,5/26/2012,2,1,5,0,6,0,2855,3681,6536
513,5/27/2012,2,1,5,0,0,0,3283,3308,6591
514,5/28/2012,2,1,5,1,1,0,2557,3486,6043
515,5/29/2012,2,1,5,0,2,1,880,4863,5743
516,5/30/2012,2,1,5,0,3,1,745,6110,6855
517,5/31/2012,2,1,5,0,4,1,1100,6238,7338
518,6/1/2012,2,1,6,0,5,1,533,3594,4127
519,6/2/2012,2,1,6,0,6,0,2795,5325,8120
520,6/3/2012,2,1,6,0,0,0,2494,5147,7641
521,6/4/2012,2,1,6,0,1,1,1071,5927,6998
522,6/5/2012,2,1,6,0,2,1,968,6033,7001
523,6/6/2012,2,1,6,0,3,1,1027,6028,7055
524,6/7/2012,2,1,6,0,4,1,1038,6456,7494
525,6/8/2012,2,1,6,0,5,1,1488,6248,7736
526,6/9/2012,2,1,6,0,6,0,2708,4790,7498
527,6/10/2012,2,1,6,0,0,0,2224,4374,6598
528,6/11/2012,2,1,6,0,1,1,1017,5647,6664
529,6/12/2012,2,1,6,0,2,1,477,4495,4972
530,6/13/2012,2,1,6,0,3,1,1173,6248,7421
531,6/14/2012,2,1,6,0,4,1,1180,6183,7363
532,6/15/2012,2,1,6,0,5,1,1563,6102,7665
533,6/16/2012,2,1,6,0,6,0,2963,4739,7702
534,6/17/2012,2,1,6,0,0,0,2634,4344,6978
535,6/18/2012,2,1,6,0,1,1,653,4446,5099
536,6/19/2012,2,1,6,0,2,1,968,5857,6825
537,6/20/2012,2,1,6,0,3,1,872,5339,6211
538,6/21/2012,3,1,6,0,4,1,778,5127,5905
539,6/22/2012,3,1,6,0,5,1,964,4859,5823
540,6/23/2012,3,1,6,0,6,0,2657,4801,7458
541,6/24/2012,3,1,6,0,0,0,2551,4340,6891
542,6/25/2012,3,1,6,0,1,1,1139,5640,6779
543,6/26/2012,3,1,6,0,2,1,1077,6365,7442
544,6/27/2012,3,1,6,0,3,1,1077,6258,7335
545,6/28/2012,3,1,6,0,4,1,921,5958,6879
546,6/29/2012,3,1,6,0,5,1,829,4634,5463
547,6/30/2012,3,1,6,0,6,0,1455,4232,5687
548,7/1/2012,3,1,7,0,0,0,1421,4110,5531
549,7/2/2012,3,1,7,0,1,1,904,5323,6227
550,7/3/2012,3,1,7,0,2,1,1052,5608,6660
551,7/4/2012,3,1,7,1,3,0,2562,4841,7403
552,7/5/2012,3,1,7,0,4,1,1405,4836,6241
553,7/6/2012,3,1,7,0,5,1,1366,4841,6207
554,7/7/2012,3,1,7,0,6,0,1448,3392,4840
555,7/8/2012,3,1,7,0,0,0,1203,3469,4672
556,7/9/2012,3,1,7,0,1,1,998,5571,6569
557,7/10/2012,3,1,7,0,2,1,954,5336,6290
558,7/11/2012,3,1,7,0,3,1,975,6289,7264
559,7/12/2012,3,1,7,0,4,1,1032,6414,7446
560,7/13/2012,3,1,7,0,5,1,1511,5988,7499
561,7/14/2012,3,1,7,0,6,0,2355,4614,6969
562,7/15/2012,3,1,7,0,0,0,1920,4111,6031
563,7/16/2012,3,1,7,0,1,1,1088,5742,6830
564,7/17/2012,3,1,7,0,2,1,921,5865,6786
565,7/18/2012,3,1,7,0,3,1,799,4914,5713
566,7/19/2012,3,1,7,0,4,1,888,5703,6591
567,7/20/2012,3,1,7,0,5,1,747,5123,5870
568,7/21/2012,3,1,7,0,6,0,1264,3195,4459
569,7/22/2012,3,1,7,0,0,0,2544,4866,7410
570,7/23/2012,3,1,7,0,1,1,1135,5831,6966
571,7/24/2012,3,1,7,0,2,1,1140,6452,7592
572,7/25/2012,3,1,7,0,3,1,1383,6790,8173
573,7/26/2012,3,1,7,0,4,1,1036,5825,6861
574,7/27/2012,3,1,7,0,5,1,1259,5645,6904
575,7/28/2012,3,1,7,0,6,0,2234,4451,6685
576,7/29/2012,3,1,7,0,0,0,2153,4444,6597
577,7/30/2012,3,1,7,0,1,1,1040,6065,7105
578,7/31/2012,3,1,7,0,2,1,968,6248,7216
579,8/1/2012,3,1,8,0,3,1,1074,6506,7580
580,8/2/2012,3,1,8,0,4,1,983,6278,7261
581,8/3/2012,3,1,8,0,5,1,1328,5847,7175
582,8/4/2012,3,1,8,0,6,0,2345,4479,6824
583,8/5/2012,3,1,8,0,0,0,1707,3757,5464
584,8/6/2012,3,1,8,0,1,1,1233,5780,7013
585,8/7/2012,3,1,8,0,2,1,1278,5995,7273
586,8/8/2012,3,1,8,0,3,1,1263,6271,7534
587,8/9/2012,3,1,8,0,4,1,1196,6090,7286
588,8/10/2012,3,1,8,0,5,1,1065,4721,5786
589,8/11/2012,3,1,8,0,6,0,2247,4052,6299
590,8/12/2012,3,1,8,0,0,0,2182,4362,6544
591,8/13/2012,3,1,8,0,1,1,1207,5676,6883
592,8/14/2012,3,1,8,0,2,1,1128,5656,6784
593,8/15/2012,3,1,8,0,3,1,1198,6149,7347
594,8/16/2012,3,1,8,0,4,1,1338,6267,7605
595,8/17/2012,3,1,8,0,5,1,1483,5665,7148
596,8/18/2012,3,1,8,0,6,0,2827,5038,7865
597,8/19/2012,3,1,8,0,0,0,1208,3341,4549
598,8/20/2012,3,1,8,0,1,1,1026,5504,6530
599,8/21/2012,3,1,8,0,2,1,1081,5925,7006
600,8/22/2012,3,1,8,0,3,1,1094,6281,7375
601,8/23/2012,3,1,8,0,4,1,1363,6402,7765
602,8/24/2012,3,1,8,0,5,1,1325,6257,7582
603,8/25/2012,3,1,8,0,6,0,1829,4224,6053
604,8/26/2012,3,1,8,0,0,0,1483,3772,5255
605,8/27/2012,3,1,8,0,1,1,989,5928,6917
606,8/28/2012,3,1,8,0,2,1,935,6105,7040
607,8/29/2012,3,1,8,0,3,1,1177,6520,7697
608,8/30/2012,3,1,8,0,4,1,1172,6541,7713
609,8/31/2012,3,1,8,0,5,1,1433,5917,7350
610,9/1/2012,3,1,9,0,6,0,2352,3788,6140
611,9/2/2012,3,1,9,0,0,0,2613,3197,5810
612,9/3/2012,3,1,9,1,1,0,1965,4069,6034
613,9/4/2012,3,1,9,0,2,1,867,5997,6864
614,9/5/2012,3,1,9,0,3,1,832,6280,7112
615,9/6/2012,3,1,9,0,4,1,611,5592,6203
616,9/7/2012,3,1,9,0,5,1,1045,6459,7504
617,9/8/2012,3,1,9,0,6,0,1557,4419,5976
618,9/9/2012,3,1,9,0,0,0,2570,5657,8227
619,9/10/2012,3,1,9,0,1,1,1118,6407,7525
620,9/11/2012,3,1,9,0,2,1,1070,6697,7767
621,9/12/2012,3,1,9,0,3,1,1050,6820,7870
622,9/13/2012,3,1,9,0,4,1,1054,6750,7804
623,9/14/2012,3,1,9,0,5,1,1379,6630,8009
624,9/15/2012,3,1,9,0,6,0,3160,5554,8714
625,9/16/2012,3,1,9,0,0,0,2166,5167,7333
626,9/17/2012,3,1,9,0,1,1,1022,5847,6869
627,9/18/2012,3,1,9,0,2,1,371,3702,4073
628,9/19/2012,3,1,9,0,3,1,788,6803,7591
629,9/20/2012,3,1,9,0,4,1,939,6781,7720
630,9/21/2012,3,1,9,0,5,1,1250,6917,8167
631,9/22/2012,3,1,9,0,6,0,2512,5883,8395
632,9/23/2012,4,1,9,0,0,0,2454,5453,7907
633,9/24/2012,4,1,9,0,1,1,1001,6435,7436
634,9/25/2012,4,1,9,0,2,1,845,6693,7538
635,9/26/2012,4,1,9,0,3,1,787,6946,7733
636,9/27/2012,4,1,9,0,4,1,751,6642,7393
637,9/28/2012,4,1,9,0,5,1,1045,6370,7415
638,9/29/2012,4,1,9,0,6,0,2589,5966,8555
639,9/30/2012,4,1,9,0,0,0,2015,4874,6889
640,10/1/2012,4,1,10,0,1,1,763,6015,6778
641,10/2/2012,4,1,10,0,2,1,315,4324,4639
642,10/3/2012,4,1,10,0,3,1,728,6844,7572
643,10/4/2012,4,1,10,0,4,1,891,6437,7328
644,10/5/2012,4,1,10,0,5,1,1516,6640,8156
645,10/6/2012,4,1,10,0,6,0,3031,4934,7965
646,10/7/2012,4,1,10,0,0,0,781,2729,3510
647,10/8/2012,4,1,10,1,1,0,874,4604,5478
648,10/9/2012,4,1,10,0,2,1,601,5791,6392
649,10/10/2012,4,1,10,0,3,1,780,6911,7691
650,10/11/2012,4,1,10,0,4,1,834,6736,7570
651,10/12/2012,4,1,10,0,5,1,1060,6222,7282
652,10/13/2012,4,1,10,0,6,0,2252,4857,7109
653,10/14/2012,4,1,10,0,0,0,2080,4559,6639
654,10/15/2012,4,1,10,0,1,1,760,5115,5875
655,10/16/2012,4,1,10,0,2,1,922,6612,7534
656,10/17/2012,4,1,10,0,3,1,979,6482,7461
657,10/18/2012,4,1,10,0,4,1,1008,6501,7509
658,10/19/2012,4,1,10,0,5,1,753,4671,5424
659,10/20/2012,4,1,10,0,6,0,2806,5284,8090
660,10/21/2012,4,1,10,0,0,0,2132,4692,6824
661,10/22/2012,4,1,10,0,1,1,830,6228,7058
662,10/23/2012,4,1,10,0,2,1,841,6625,7466
663,10/24/2012,4,1,10,0,3,1,795,6898,7693
664,10/25/2012,4,1,10,0,4,1,875,6484,7359
665,10/26/2012,4,1,10,0,5,1,1182,6262,7444
666,10/27/2012,4,1,10,0,6,0,2643,5209,7852
667,10/28/2012,4,1,10,0,0,0,998,3461,4459
668,10/29/2012,4,1,10,0,1,1,2,20,22
669,10/30/2012,4,1,10,0,2,1,87,1009,1096
670,10/31/2012,4,1,10,0,3,1,419,5147,5566
671,11/1/2012,4,1,11,0,4,1,466,5520,5986
672,11/2/2012,4,1,11,0,5,1,618,5229,5847
673,11/3/2012,4,1,11,0,6,0,1029,4109,5138
674,11/4/2012,4,1,11,0,0,0,1201,3906,5107
675,11/5/2012,4,1,11,0,1,1,378,4881,5259
676,11/6/2012,4,1,11,0,2,1,466,5220,5686
677,11/7/2012,4,1,11,0,3,1,326,4709,5035
678,11/8/2012,4,1,11,0,4,1,340,4975,5315
679,11/9/2012,4,1,11,0,5,1,709,5283,5992
680,11/10/2012,4,1,11,0,6,0,2090,4446,6536
681,11/11/2012,4,1,11,0,0,0,2290,4562,6852
682,11/12/2012,4,1,11,1,1,0,1097,5172,6269
683,11/13/2012,4,1,11,0,2,1,327,3767,4094
684,11/14/2012,4,1,11,0,3,1,373,5122,5495
685,11/15/2012,4,1,11,0,4,1,320,5125,5445
686,11/16/2012,4,1,11,0,5,1,484,5214,5698
687,11/17/2012,4,1,11,0,6,0,1313,4316,5629
688,11/18/2012,4,1,11,0,0,0,922,3747,4669
689,11/19/2012,4,1,11,0,1,1,449,5050,5499
690,11/20/2012,4,1,11,0,2,1,534,5100,5634
691,11/21/2012,4,1,11,0,3,1,615,4531,5146
692,11/22/2012,4,1,11,1,4,0,955,1470,2425
693,11/23/2012,4,1,11,0,5,1,1603,2307,3910
694,11/24/2012,4,1,11,0,6,0,532,1745,2277
695,11/25/2012,4,1,11,0,0,0,309,2115,2424
696,11/26/2012,4,1,11,0,1,1,337,4750,5087
697,11/27/2012,4,1,11,0,2,1,123,3836,3959
698,11/28/2012,4,1,11,0,3,1,198,5062,5260
699,11/29/2012,4,1,11,0,4,1,243,5080,5323
700,11/30/2012,4,1,11,0,5,1,362,5306,5668
701,12/1/2012,4,1,12,0,6,0,951,4240,5191
702,12/2/2012,4,1,12,0,0,0,892,3757,4649
703,12/3/2012,4,1,12,0,1,1,555,5679,6234
704,12/4/2012,4,1,12,0,2,1,551,6055,6606
705,12/5/2012,4,1,12,0,3,1,331,5398,5729
706,12/6/2012,4,1,12,0,4,1,340,5035,5375
707,12/7/2012,4,1,12,0,5,1,349,4659,5008
708,12/8/2012,4,1,12,0,6,0,1153,4429,5582
709,12/9/2012,4,1,12,0,0,0,441,2787,3228
710,12/10/2012,4,1,12,0,1,1,329,4841,5170
711,12/11/2012,4,1,12,0,2,1,282,5219,5501
712,12/12/2012,4,1,12,0,3,1,310,5009,5319
713,12/13/2012,4,1,12,0,4,1,425,5107,5532
714,12/14/2012,4,1,12,0,5,1,429,5182,5611
715,12/15/2012,4,1,12,0,6,0,767,4280,5047
716,12/16/2012,4,1,12,0,0,0,538,3248,3786
717,12/17/2012,4,1,12,0,1,1,212,4373,4585
718,12/18/2012,4,1,12,0,2,1,433,5124,5557
719,12/19/2012,4,1,12,0,3,1,333,4934,5267
720,12/20/2012,4,1,12,0,4,1,314,3814,4128
721,12/21/2012,1,1,12,0,5,1,221,3402,3623
722,12/22/2012,1,1,12,0,6,0,205,1544,1749
723,12/23/2012,1,1,12,0,0,0,408,1379,1787
724,12/24/2012,1,1,12,0,1,1,174,746,920
725,12/25/2012,1,1,12,1,2,0,440,573,1013
726,12/26/2012,1,1,12,0,3,1,9,432,441
727,12/27/2012,1,1,12,0,4,1,247,1867,2114
728,12/28/2012,1,1,12,0,5,1,644,2451,3095
729,12/29/2012,1,1,12,0,6,0,159,1182,1341
730,12/30/2012,1,1,12,0,0,0,364,1432,1796
731,12/31/2012,1,1,12,0,1,1,439,2290,2729
